logFC,logCPM,F,PValue,FDR,feature,n_cells_found,mean_counts,name
-0.247373222599252,11.8360080970773,0.443275737568476,0.507528075363162,0.706309904880401,mmu-mir-143,47,3.40350877192982,mmu-mir-143
0.240911507395323,12.3578183637233,0.42204910097913,0.518119064486929,0.715089948506753,mmu-mir-6906,48,5.73684210526316,mmu-mir-6906
-0.120205628204046,13.0372912994782,0.404035415048987,0.527315656159985,0.721817332612439,mmu-let-7f-1,56,10.6666666666667,mmu-let-7f-1
-0.260245059564417,10.8271819368734,0.38852046617557,0.534083175158537,0.723470047961032,mmu-mir-122,30,0.701754385964912,mmu-mir-122
0.158493788796711,12.5004808299273,0.376591029286915,0.54151949697682,0.723470047961032,mmu-mir-124-1,55,7.01754385964912,mmu-mir-124-1
0.158493788796711,12.5004808299273,0.376591029286915,0.54151949697682,0.723470047961032,mmu-mir-124-3,55,7.01754385964912,mmu-mir-124-3
0.121223500223165,12.5796202152784,0.356397503770013,0.552572683462314,0.732378080461956,mmu-let-7g,56,7.28070175438596,mmu-let-7g
-0.197867805135242,11.1889793865129,0.341393517151897,0.560244377840534,0.736699299995033,mmu-mir-200c,40,1.56140350877193,mmu-mir-200c
-0.201611765074422,10.8985960775299,0.322155122901197,0.571262505164864,0.745319049707284,mmu-mir-23b,35,0.912280701754386,mmu-mir-23b
0.206932083278955,12.4635161786449,0.289046178511306,0.592619061175015,0.767189017180058,mmu-mir-7672,46,6.54385964912281,mmu-mir-7672
0.201108190538923,11.4129997924771,0.276631061918577,0.600154435038016,0.769745993178868,mmu-mir-7681,43,2,mmu-mir-7681
0.213845881661626,11.2339824150442,0.270851502838937,0.603812725188214,0.769745993178868,mmu-mir-546,33,1.73684210526316,mmu-mir-546
-0.213154358769279,10.8588063356631,0.229777879206815,0.632480821425486,0.791760635509831,mmu-mir-6365,26,0.842105263157895,mmu-mir-6365
0.197270481873895,11.0284873976397,0.227496556757848,0.634222565589284,0.791760635509831,mmu-mir-5625,32,1.17543859649123,mmu-mir-5625
0.216980777076978,10.863639718988,0.225928486020437,0.635304941067768,0.791760635509831,mmu-mir-5618,29,0.771929824561403,mmu-mir-5618
-0.0665141987657032,14.2985240137604,0.204960567542826,0.652343186974813,0.79585640422483,mmu-mir-26a-1,56,29.2982456140351,mmu-mir-26a-1
-0.0658719610343497,14.2927968008679,0.203066513978669,0.653845481982232,0.79585640422483,mmu-mir-26a-2,56,29.1578947368421,mmu-mir-26a-2
0.183280453737545,12.0060964765675,0.194593788420389,0.660418959588347,0.79585640422483,mmu-mir-1966,42,4.40350877192982,mmu-mir-1966
0.196197373849571,10.8195749421351,0.193378257666496,0.660806456952977,0.79585640422483,mmu-mir-3470b,24,0.754385964912281,mmu-mir-3470b
-0.0905902227418565,12.7804180119864,0.192377264180453,0.66241940231887,0.79585640422483,mmu-let-7e,56,8.57894736842105,mmu-let-7e
-0.172857209905213,11.0277013925108,0.172333152544461,0.678768340932542,0.809673663826675,mmu-mir-151,35,1.17543859649123,mmu-mir-151
0.182033136292478,10.80532357012,0.166619308805469,0.683837324742098,0.8099349874605,mmu-mir-132,25,0.754385964912281,mmu-mir-132
0.164051529344473,10.9553738890158,0.131426013102576,0.717552501773208,0.84388216757835,mmu-mir-674,27,1.03508771929825,mmu-mir-674
0.0509896359717,13.7742763008466,0.114739517944443,0.735965332717504,0.85778602861736,mmu-let-7a-1,56,19.280701754386,mmu-let-7a-1
-0.123078139337859,11.0536920926575,0.110932632727747,0.739647833059281,0.85778602861736,mmu-mir-185,37,1.17543859649123,mmu-mir-185
-0.113553647514969,11.3448102487996,0.105444234153139,0.74608913608952,0.859288867082413,mmu-mir-136,42,2.01754385964912,mmu-mir-136
0.129990990794213,10.9045668773336,0.0927153891443284,0.761221413746039,0.870712165038277,mmu-mir-6344,28,0.929824561403509,mmu-mir-6344
-0.0530832384993948,12.0680521033956,0.0671483381804843,0.79627801862404,0.904615164015065,mmu-mir-98,56,4.43859649122807,mmu-mir-98
-0.0624835824495223,11.9327441261644,0.0546275716106225,0.815844031164868,0.910772779440836,mmu-mir-5120,51,3.84210526315789,mmu-mir-5120
0.103781524270445,10.9279067426851,0.0533640896635565,0.817676963537684,0.910772779440836,mmu-mir-1945,28,0.982456140350877,mmu-mir-1945
0.0983085875486964,11.0171398519876,0.0531441985078563,0.81805938273129,0.910772779440836,mmu-mir-2137,27,1.24561403508772,mmu-mir-2137
-0.101353281686831,10.8127618707606,0.0475081181548045,0.827767070025987,0.915477488041986,mmu-mir-694,26,0.631578947368421,mmu-mir-694
-0.0496179616290729,10.8230810327298,0.0186317444102893,0.891623327430906,0.977890791397061,mmu-mir-30c-1,30,0.754385964912281,mmu-mir-30c-1
0.0346270962218983,11.9502821321799,0.017233984709458,0.895911922657187,0.977890791397061,mmu-mir-138-2,51,4.12280701754386,mmu-mir-138-2
0.0385927346684345,10.8354908495725,0.012051822742157,0.912737188979921,0.989786432205499,mmu-mir-711,35,0.736842105263158,mmu-mir-711
0.0158573002239915,12.0791819313731,0.00630459050083028,0.93693576013238,0.997048610565357,mmu-let-7d,56,4.43859649122807,mmu-let-7d
0.033937235780498,11.167746970524,0.00468074196559538,0.94557560827705,0.997048610565357,mmu-mir-3968,27,1.57894736842105,mmu-mir-3968
-0.00961406832028864,13.2226098574741,0.0045685350164013,0.946327499798724,0.997048610565357,mmu-let-7b,56,12.4912280701754,mmu-let-7b
0.0198707584437336,11.3992479830455,0.00289882625043124,0.957172309682563,0.997048610565357,mmu-mir-6952,45,1.91228070175439,mmu-mir-6952
-0.0224128022519655,11.094957896411,0.00278415732187469,0.958008990570333,0.997048610565357,mmu-mir-1291,32,1.3859649122807,mmu-mir-1291
0.0178601004099926,13.471678469095,0.00263661207269027,0.95921319483456,0.997048610565357,mmu-mir-666,51,16.2105263157895,mmu-mir-666
0.0253415858961663,10.8842628966409,0.00237217736540003,0.961226504796542,0.997048610565357,mmu-mir-181a-1,28,0.929824561403509,mmu-mir-181a-1
0.00903059722570197,11.9452430633821,0.00123829585290877,0.972023387739505,0.99871596345452,mmu-mir-138-1,51,4.12280701754386,mmu-mir-138-1
-0.00462093987099675,14.2153060136077,0.000999852247607921,0.974877369617024,0.99871596345452,mmu-mir-26b,56,27.5614035087719,mmu-mir-26b
0.0145994334100143,10.8627862221305,0.000583017244640669,0.980774958123001,0.99871596345452,mmu-mir-376a,27,0.807017543859649,mmu-mir-376a
0.00506217326299678,12.3537205306136,0.000195520357824206,0.988884310895265,0.999185546896128,mmu-mir-541,53,5.96491228070175,mmu-mir-541
-0.00141412706886913,11.2023554549397,2.12651588601754e-05,0.996329059460225,0.999185546896128,mmu-mir-1967,37,1.56140350877193,mmu-mir-1967
-0.00300742219686417,11.1955002710595,1.04675744856912e-06,0.999185546896128,0.999185546896128,mmu-mir-212,42,1.57894736842105,mmu-mir-212
